Departamento,Distrito,SINDROME Y/O TRASTORNO PSICOTICO,TRASTORNO DE CONSUMO DE ALCOHOL,TRASTORNO DE CONSUMO DE DROGAS,TRASTORNO DE CONSUMO DE TABACO,TRASTORNO DEPRESIVO,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,SOLO TAMIZAJES POSITIVOS,TAMIZAJES C/CONDICION ADICIONAL VIOLENCIA POLITICA,TOTAL DE TAMIZAJES
ANCASH,ACOPAMPA,12.0,2.0,0.0,0.0,12.0,13.0,39.0,0.0,520.0
ANCASH,ANTA,0.0,8.0,0.0,3.0,0.0,7.0,18.0,0.0,854.0
ANCASH,ATAQUERO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,815.0
ANCASH,CAJACAY,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,522.0
ANCASH,CARHUAZ,6.0,34.0,3.0,0.0,33.0,89.0,165.0,0.0,2552.0
ANCASH,CASCAPARA,0.0,6.0,0.0,0.0,0.0,6.0,12.0,0.0,337.0
ANCASH,CASMA,0.0,39.0,10.0,1.0,20.0,96.0,166.0,0.0,1951.0
ANCASH,CATAC,0.0,3.0,0.0,0.0,0.0,8.0,11.0,0.0,754.0
ANCASH,CHAVIN DE HUANTAR,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,536.0
ANCASH,CHIMBOTE,0.0,2.0,1.0,0.0,43.0,0.0,46.0,0.0,5605.0
ANCASH,CHIQUIAN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0
ANCASH,COISHCO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,266.0
ANCASH,COLQUIOC,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,117.0
ANCASH,COTAPARACO,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,115.0
ANCASH,HUARAZ,43.0,24.0,9.0,4.0,58.0,110.0,248.0,0.0,2593.0
ANCASH,HUARMEY,0.0,7.0,1.0,0.0,155.0,95.0,258.0,0.0,1196.0
ANCASH,HUAYLLAN,2.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,249.0
ANCASH,INDEPENDENCIA,3.0,31.0,1.0,1.0,1.0,18.0,55.0,0.0,1790.0
ANCASH,JANGAS,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,195.0
ANCASH,MANCOS,2.0,4.0,0.0,1.0,7.0,7.0,21.0,0.0,316.0
ANCASH,MARCARA,0.0,12.0,0.0,0.0,9.0,5.0,26.0,0.0,1368.0
ANCASH,MATO,7.0,4.0,1.0,1.0,62.0,104.0,179.0,0.0,629.0
ANCASH,NUEVO CHIMBOTE,39.0,51.0,29.0,17.0,767.0,118.0,1021.0,1.0,12158.0
ANCASH,PACLLON,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,413.0
ANCASH,PARIAHUANCA,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,88.0
ANCASH,PAROBAMBA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,117.0
ANCASH,PAUCAS,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,452.0
ANCASH,PISCOBAMBA,0.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,572.0
ANCASH,PUEBLO LIBRE,0.0,13.0,1.0,0.0,0.0,0.0,14.0,0.0,690.0
ANCASH,RAHUAPAMPA,0.0,5.0,0.0,0.0,4.0,4.0,13.0,0.0,506.0
ANCASH,RECUAY,2.0,12.0,0.0,0.0,9.0,31.0,54.0,1.0,1403.0
ANCASH,SAMANCO,1.0,1.0,0.0,0.0,9.0,1.0,12.0,0.0,1296.0
ANCASH,SAN JUAN,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,149.0
ANCASH,SAN LUIS,0.0,20.0,0.0,0.0,5.0,4.0,29.0,0.0,421.0
ANCASH,SAN MIGUEL DE ACO,0.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,386.0
ANCASH,SANTA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1932.0
ANCASH,SANTA CRUZ,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,442.0
ANCASH,TAPACOCHA,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,172.0
ANCASH,TARICA,0.0,5.0,0.0,0.0,0.0,2.0,7.0,0.0,158.0
ANCASH,TICAPAMPA,0.0,14.0,0.0,0.0,0.0,1.0,15.0,0.0,654.0
ANCASH,TINCO,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,766.0
ANCASH,YANAMA,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,25.0
ANCASH,YUNGAR,0.0,22.0,4.0,0.0,0.0,2.0,28.0,0.0,2070.0
APURIMAC,ABANCAY,13.0,114.0,16.0,0.0,104.0,78.0,325.0,3.0,18104.0
APURIMAC,ANCO-HUALLO,1.0,1.0,0.0,0.0,36.0,55.0,93.0,13.0,4788.0
APURIMAC,ANDAHUAYLAS,0.0,42.0,6.0,0.0,12.0,59.0,119.0,2.0,7310.0
APURIMAC,ANDARAPA,0.0,13.0,0.0,0.0,2.0,2.0,17.0,8.0,2919.0
APURIMAC,ANTABAMBA,1.0,16.0,0.0,0.0,12.0,38.0,67.0,41.0,8126.0
APURIMAC,CAPAYA,1.0,0.0,0.0,0.0,2.0,8.0,11.0,8.0,738.0
APURIMAC,CARAYBAMBA,0.0,8.0,0.0,0.0,2.0,4.0,14.0,3.0,805.0
APURIMAC,CHACOCHE,1.0,2.0,0.0,0.0,6.0,16.0,25.0,0.0,1273.0
APURIMAC,CHALHUANCA,2.0,10.0,0.0,0.0,51.0,43.0,106.0,6.0,2098.0
APURIMAC,CHALLHUAHUACHO,0.0,11.0,1.0,0.0,21.0,80.0,113.0,0.0,5952.0
APURIMAC,CHAPIMARCA,1.0,6.0,1.0,0.0,7.0,53.0,68.0,4.0,1650.0
APURIMAC,CHIARA,1.0,0.0,0.0,0.0,1.0,5.0,7.0,0.0,617.0
APURIMAC,CHINCHEROS,3.0,17.0,0.0,1.0,67.0,233.0,321.0,0.0,3015.0
APURIMAC,CHUQUIBAMBILLA,1.0,28.0,1.0,0.0,131.0,182.0,343.0,70.0,2731.0
APURIMAC,CIRCA,0.0,0.0,0.0,0.0,2.0,12.0,14.0,0.0,1421.0
APURIMAC,COCHARCAS,0.0,0.0,0.0,0.0,0.0,19.0,19.0,3.0,1059.0
APURIMAC,COLCABAMBA,0.0,0.0,0.0,0.0,1.0,11.0,12.0,13.0,346.0
APURIMAC,COTABAMBAS,0.0,8.0,2.0,0.0,44.0,47.0,101.0,5.0,2468.0
APURIMAC,COTARUSE,1.0,14.0,0.0,0.0,34.0,11.0,60.0,17.0,2777.0
APURIMAC,COYLLURQUI,0.0,0.0,0.0,2.0,2.0,30.0,34.0,9.0,5067.0
APURIMAC,CURAHUASI,3.0,29.0,3.0,0.0,17.0,45.0,97.0,1.0,7557.0
APURIMAC,CURASCO,0.0,2.0,0.0,0.0,1.0,7.0,10.0,0.0,1233.0
APURIMAC,CURPAHUASI,0.0,3.0,0.0,0.0,9.0,15.0,27.0,3.0,1841.0
APURIMAC,EL ORO,0.0,4.0,0.0,0.0,4.0,3.0,11.0,0.0,1015.0
APURIMAC,GAMARRA,1.0,9.0,0.0,1.0,30.0,69.0,110.0,4.0,3129.0
APURIMAC,HAQUIRA,1.0,0.0,0.0,0.0,20.0,19.0,40.0,1.0,5804.0
APURIMAC,HUACCANA,1.0,21.0,0.0,0.0,34.0,57.0,113.0,1.0,4462.0
APURIMAC,HUANCARAMA,2.0,14.0,5.0,0.0,26.0,57.0,104.0,0.0,4124.0
APURIMAC,HUANCARAY,0.0,17.0,0.0,0.0,0.0,14.0,31.0,0.0,1897.0
APURIMAC,HUANIPACA,0.0,8.0,0.0,0.0,16.0,27.0,51.0,1.0,2700.0
APURIMAC,HUAQUIRCA,0.0,3.0,1.0,0.0,1.0,9.0,14.0,21.0,3459.0
APURIMAC,HUAYANA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,286.0
APURIMAC,HUAYLLATI,0.0,7.0,0.0,0.0,1.0,5.0,13.0,0.0,1863.0
APURIMAC,HUAYLLO,2.0,6.0,0.0,0.0,4.0,1.0,13.0,14.0,709.0
APURIMAC,JOS� MAR�A ARGUEDAS,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1455.0
APURIMAC,JUAN ESPINOZA MEDRANO,0.0,5.0,0.0,0.0,2.0,13.0,20.0,39.0,5667.0
APURIMAC,JUSTO APU SAHUARAURA,0.0,1.0,3.0,0.0,10.0,28.0,42.0,16.0,581.0
APURIMAC,KAQUIABAMBA,0.0,1.0,0.0,0.0,0.0,3.0,4.0,2.0,1025.0
APURIMAC,KISHUARA,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3290.0
APURIMAC,LAMBRAMA,0.0,27.0,0.0,0.0,25.0,53.0,105.0,9.0,2077.0
APURIMAC,LUCRE,0.0,1.0,3.0,0.0,7.0,12.0,23.0,4.0,1838.0
APURIMAC,MAMARA,1.0,1.0,1.0,0.0,17.0,11.0,31.0,0.0,1031.0
APURIMAC,MARA,0.0,9.0,0.0,0.0,6.0,29.0,44.0,0.0,2645.0
APURIMAC,MICAELA BASTIDAS,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,388.0
APURIMAC,OCOBAMBA,0.0,8.0,1.0,0.0,30.0,107.0,146.0,0.0,4281.0
APURIMAC,ONGOY,2.0,5.0,0.0,0.0,12.0,34.0,53.0,0.0,5809.0
APURIMAC,OROPESA,2.0,1.0,0.0,0.0,5.0,46.0,54.0,1.0,2839.0
APURIMAC,PACHACONAS,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,2503.0
APURIMAC,PACOBAMBA,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3467.0
APURIMAC,PACUCHA,0.0,5.0,0.0,0.0,0.0,2.0,7.0,1.0,3724.0
APURIMAC,PAMPACHIRI,0.0,4.0,1.0,0.0,0.0,1.0,6.0,0.0,879.0
APURIMAC,PATAYPAMPA,0.0,0.0,0.0,0.0,9.0,11.0,20.0,6.0,710.0
APURIMAC,PICHIRHUA,0.0,0.0,0.0,0.0,11.0,10.0,21.0,0.0,2641.0
APURIMAC,POCOHUANCA,0.0,1.0,1.0,0.0,0.0,9.0,11.0,3.0,964.0
APURIMAC,POMACOCHA,0.0,0.0,0.0,0.0,0.0,2.0,2.0,19.0,361.0
APURIMAC,PROGRESO,0.0,12.0,0.0,0.0,20.0,63.0,95.0,19.0,3473.0
APURIMAC,RANRACANCHA,0.0,0.0,0.0,0.0,6.0,7.0,13.0,0.0,3617.0
APURIMAC,SABAINO,1.0,1.0,0.0,0.0,0.0,3.0,5.0,2.0,3687.0
APURIMAC,SAN ANTONIO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,268.0
APURIMAC,SAN ANTONIO DE CACHI,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,729.0
APURIMAC,SAN JERONIMO,0.0,5.0,1.0,0.0,11.0,18.0,35.0,2.0,5878.0
APURIMAC,SAN JUAN DE CHAC�A,0.0,0.0,0.0,0.0,8.0,3.0,11.0,2.0,573.0
APURIMAC,SAN MIGUEL DE CHACCRAMPA,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,838.0
APURIMAC,SAN PEDRO DE CACHORA,0.0,8.0,0.0,0.0,0.0,40.0,48.0,2.0,1936.0
APURIMAC,SANTA MARIA DE CHICMO,0.0,2.0,1.0,0.0,14.0,8.0,25.0,0.0,3280.0
APURIMAC,SANTA ROSA,0.0,0.0,0.0,0.0,8.0,11.0,19.0,0.0,663.0
APURIMAC,SA�AYCA,0.0,8.0,0.0,0.0,10.0,27.0,45.0,8.0,1336.0
APURIMAC,SORAYA,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,695.0
APURIMAC,TALAVERA,0.0,9.0,1.0,0.0,4.0,5.0,19.0,2.0,5662.0
APURIMAC,TAMBOBAMBA,3.0,22.0,0.0,0.0,108.0,198.0,331.0,0.0,7135.0
APURIMAC,TAMBURCO,0.0,9.0,2.0,0.0,25.0,95.0,131.0,2.0,3236.0
APURIMAC,TAPAIRIHUA,0.0,1.0,0.0,0.0,2.0,8.0,11.0,6.0,1644.0
APURIMAC,TINTAY,0.0,3.0,1.0,0.0,14.0,35.0,53.0,1.0,1861.0
APURIMAC,TORAYA,1.0,6.0,0.0,0.0,12.0,17.0,36.0,37.0,1793.0
APURIMAC,TUMAY HUARACA,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,754.0
APURIMAC,TURPAY,0.0,0.0,0.0,0.0,4.0,1.0,5.0,3.0,449.0
APURIMAC,TURPO,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,1585.0
APURIMAC,URANMARCA,0.0,1.0,0.0,0.0,6.0,5.0,12.0,0.0,2082.0
APURIMAC,VILCABAMBA,0.0,6.0,0.0,0.0,7.0,52.0,65.0,2.0,821.0
APURIMAC,VIRUNDO,0.0,0.0,0.0,0.0,7.0,6.0,13.0,0.0,556.0
APURIMAC,YANACA,0.0,4.0,0.0,0.0,4.0,22.0,30.0,2.0,910.0
AREQUIPA,ACARI,0.0,1.0,0.0,0.0,15.0,38.0,54.0,0.0,714.0
AREQUIPA,ALCA,0.0,37.0,0.0,0.0,61.0,128.0,226.0,0.0,540.0
AREQUIPA,ALTO SELVA ALEGRE,0.0,4.0,0.0,1.0,67.0,35.0,107.0,0.0,824.0
AREQUIPA,APLAO,0.0,0.0,0.0,0.0,7.0,18.0,25.0,0.0,104.0
AREQUIPA,ATICO,0.0,4.0,1.0,0.0,38.0,16.0,59.0,0.0,833.0
AREQUIPA,CABANACONDE,3.0,15.0,0.0,1.0,35.0,20.0,74.0,0.0,673.0
AREQUIPA,CALLALLI,0.0,0.0,1.0,0.0,11.0,8.0,20.0,0.0,301.0
AREQUIPA,CAYMA,4.0,55.0,2.0,0.0,321.0,132.0,514.0,0.0,1489.0
AREQUIPA,CERRO COLORADO,0.0,26.0,1.0,1.0,166.0,155.0,349.0,0.0,961.0
AREQUIPA,CHALA,0.0,4.0,0.0,0.0,17.0,17.0,38.0,0.0,124.0
AREQUIPA,CHARACATO,0.0,22.0,0.0,0.0,52.0,54.0,128.0,0.0,545.0
AREQUIPA,CHIGUATA,0.0,3.0,1.0,0.0,3.0,6.0,13.0,0.0,405.0
AREQUIPA,CHIVAY,1.0,20.0,0.0,0.0,159.0,123.0,303.0,0.0,1385.0
AREQUIPA,CHUQUIBAMBA,0.0,3.0,2.0,0.0,12.0,45.0,62.0,0.0,127.0
AREQUIPA,COCACHACRA,4.0,3.0,0.0,0.0,31.0,176.0,214.0,0.0,2377.0
AREQUIPA,DEAN VALDIVIA,0.0,2.0,0.0,1.0,9.0,37.0,49.0,0.0,1095.0
AREQUIPA,HUAMBO,0.0,1.0,0.0,0.0,3.0,2.0,6.0,0.0,218.0
AREQUIPA,HUANCARQUI,0.0,2.0,0.0,0.0,2.0,12.0,16.0,0.0,106.0
AREQUIPA,ICHUPAMPA,0.0,0.0,1.0,0.0,19.0,2.0,22.0,0.0,658.0
AREQUIPA,ISLAY,0.0,1.0,0.0,0.0,67.0,127.0,195.0,0.0,2132.0
AREQUIPA,JAQUI,2.0,19.0,1.0,3.0,56.0,11.0,92.0,0.0,221.0
AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,0.0,0.0,23.0,0.0,19.0,7.0,49.0,0.0,488.0
AREQUIPA,MAJES,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,117.0
AREQUIPA,MARIANO MELGAR,2.0,2.0,0.0,0.0,10.0,12.0,26.0,0.0,533.0
AREQUIPA,MARIANO NICOLAS VALCARCEL,0.0,15.0,0.0,4.0,0.0,6.0,25.0,0.0,383.0
AREQUIPA,MARISCAL CACERES,2.0,3.0,0.0,0.0,86.0,31.0,122.0,0.0,938.0
AREQUIPA,MEJIA,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,176.0
AREQUIPA,MIRAFLORES,3.0,8.0,1.0,4.0,50.0,7.0,73.0,0.0,3330.0
AREQUIPA,MOLLENDO,2.0,31.0,11.0,4.0,48.0,107.0,203.0,0.0,1596.0
AREQUIPA,NICOLAS DE PIEROLA,0.0,3.0,0.0,2.0,20.0,7.0,32.0,0.0,874.0
AREQUIPA,OCO�A,0.0,5.0,1.0,2.0,18.0,18.0,44.0,1.0,684.0
AREQUIPA,PAUCARPATA,1.0,1.0,6.0,0.0,38.0,1.0,47.0,0.0,748.0
AREQUIPA,SABANDIA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,506.0
AREQUIPA,SAMUEL PASTOR,0.0,62.0,2.0,3.0,194.0,194.0,455.0,0.0,2565.0
AREQUIPA,SANTA RITA DE SIGUAS,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,396.0
AREQUIPA,SIBAYO,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,215.0
AREQUIPA,TAPAY,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0
AREQUIPA,TISCO,0.0,1.0,0.0,0.0,3.0,1.0,5.0,0.0,369.0
AREQUIPA,TUTI,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,72.0
AREQUIPA,UCHUMAYO,0.0,0.0,0.0,0.0,110.0,10.0,120.0,0.0,440.0
AREQUIPA,URACA,0.0,4.0,0.0,0.0,46.0,189.0,239.0,0.0,802.0
AREQUIPA,VIRACO,1.0,26.0,1.0,3.0,29.0,88.0,148.0,0.0,351.0
AREQUIPA,VITOR,1.0,20.0,1.0,0.0,113.0,18.0,153.0,0.0,635.0
AREQUIPA,YANAHUARA,4.0,28.0,6.0,0.0,421.0,24.0,483.0,0.0,1627.0
AREQUIPA,YAUCA,1.0,0.0,34.0,1.0,8.0,4.0,48.0,0.0,430.0
AYACUCHO,ACCOMARCA,0.0,1.0,0.0,0.0,11.0,5.0,17.0,8.0,712.0
AYACUCHO,ACOCRO,1.0,0.0,0.0,1.0,6.0,18.0,26.0,0.0,5300.0
AYACUCHO,ALCAMENCA,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,652.0
AYACUCHO,ANCHIHUAY,0.0,1.0,0.0,0.0,37.0,8.0,46.0,0.0,3264.0
AYACUCHO,ANCO,0.0,1.0,1.0,0.0,131.0,52.0,185.0,3.0,9419.0
AYACUCHO,ANDRES AVELINO CACERES DORREGARAY,6.0,21.0,10.0,0.0,253.0,65.0,355.0,1.0,9249.0
AYACUCHO,APONGO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,531.0
AYACUCHO,ASQUIPATA,0.0,1.0,0.0,0.0,0.0,1.0,2.0,31.0,175.0
AYACUCHO,AYACUCHO,18.0,11.0,31.0,0.0,225.0,355.0,640.0,4.0,16343.0
AYACUCHO,AYAHUANCO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,720.0,9825.0
AYACUCHO,AYNA,4.0,16.0,3.0,1.0,86.0,29.0,139.0,6.0,3311.0
AYACUCHO,CABANA,0.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,341.0
AYACUCHO,CANARIA,0.0,4.0,0.0,0.0,0.0,2.0,6.0,94.0,1040.0
AYACUCHO,CANGALLO,1.0,13.0,4.0,0.0,13.0,37.0,68.0,17.0,1357.0
AYACUCHO,CARAPO,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,2636.0
AYACUCHO,CARHUANCA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,555.0
AYACUCHO,CARMEN ALTO,8.0,26.0,6.0,1.0,21.0,80.0,142.0,19.0,16849.0
AYACUCHO,CAYARA,0.0,4.0,0.0,0.0,6.0,1.0,11.0,237.0,381.0
AYACUCHO,CHAVI�A,0.0,5.0,0.0,0.0,0.0,3.0,8.0,0.0,2504.0
AYACUCHO,CHIARA,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,505.0
AYACUCHO,CHILCAS,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3744.0
AYACUCHO,CHIPAO,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1945.0
AYACUCHO,CHUMPI,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,813.0
AYACUCHO,CHUNGUI,0.0,0.0,0.0,0.0,0.0,2.0,2.0,18.0,5814.0
AYACUCHO,CHUSCHI,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,5159.0
AYACUCHO,COLCA,0.0,0.0,0.0,0.0,1.0,1.0,2.0,8.0,508.0
AYACUCHO,COLTA,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,208.0
AYACUCHO,CONCEPCION,0.0,6.0,0.0,0.0,0.0,3.0,9.0,0.0,1869.0
AYACUCHO,CORACORA,8.0,32.0,0.0,1.0,18.0,290.0,349.0,0.0,4556.0
AYACUCHO,HUAMANGUILLA,0.0,4.0,0.0,0.0,0.0,9.0,13.0,1.0,3435.0
AYACUCHO,HUAMANQUIQUIA,2.0,9.0,0.0,0.0,10.0,12.0,33.0,6.0,844.0
AYACUCHO,HUAMBALPA,1.0,14.0,2.0,0.0,38.0,11.0,66.0,69.0,3193.0
AYACUCHO,HUANCAPI,2.0,6.0,0.0,1.0,10.0,6.0,25.0,71.0,420.0
AYACUCHO,HUANCARAYLLA,0.0,2.0,0.0,0.0,1.0,2.0,5.0,0.0,1364.0
AYACUCHO,HUANTA,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,3814.0
AYACUCHO,HUAYA,0.0,19.0,0.0,0.0,0.0,3.0,22.0,67.0,709.0
AYACUCHO,IGUAIN,0.0,1.0,0.0,0.0,0.0,9.0,10.0,0.0,2184.0
AYACUCHO,INDEPENDENCIA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,539.0
AYACUCHO,JESUS NAZARENO,47.0,101.0,47.0,0.0,568.0,471.0,1234.0,224.0,17965.0
AYACUCHO,LEONCIO PRADO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,736.0
AYACUCHO,LLAUTA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,136.0
AYACUCHO,LLOCHEGUA,15.0,0.0,17.0,0.0,20.0,48.0,100.0,3.0,4082.0
AYACUCHO,LOS MOROCHUCOS,1.0,7.0,2.0,2.0,0.0,9.0,21.0,54.0,5931.0
AYACUCHO,LUCANAS,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,1080.0
AYACUCHO,LURICOCHA,2.0,4.0,0.0,0.0,15.0,31.0,52.0,1.0,4638.0
AYACUCHO,MARIA PARADO DE BELLIDO,2.0,7.0,0.0,0.0,17.0,9.0,35.0,27.0,1558.0
AYACUCHO,MORCOLLA,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,687.0
AYACUCHO,OCROS,0.0,10.0,1.0,0.0,0.0,13.0,24.0,0.0,4471.0
AYACUCHO,OTOCA,9.0,5.0,0.0,0.0,0.0,20.0,34.0,0.0,1024.0
AYACUCHO,OYOLO,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,720.0
AYACUCHO,PACAPAUSA,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,164.0
AYACUCHO,PACAYCASA,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,1730.0
AYACUCHO,PARAS,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,2568.0
AYACUCHO,PAUSA,0.0,1.0,0.0,0.0,0.0,33.0,34.0,0.0,897.0
AYACUCHO,PULLO,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1433.0
AYACUCHO,PUQUIO,0.0,17.0,0.0,0.0,0.0,24.0,41.0,0.0,1652.0
AYACUCHO,QUEROBAMBA,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,1055.0
AYACUCHO,QUINUA,0.0,2.0,0.0,0.0,1.0,39.0,42.0,1.0,3677.0
AYACUCHO,SAMUGARI,18.0,3.0,14.0,0.0,13.0,39.0,87.0,1.0,6118.0
AYACUCHO,SAN JOSE DE TICLLAS,2.0,3.0,2.0,1.0,6.0,23.0,37.0,0.0,2588.0
AYACUCHO,SAN JOSE DE USHUA,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,66.0
AYACUCHO,SAN JUAN BAUTISTA,6.0,38.0,10.0,0.0,33.0,255.0,342.0,1.0,13280.0
AYACUCHO,SAN MIGUEL,4.0,24.0,0.0,0.0,58.0,270.0,356.0,160.0,6440.0
AYACUCHO,SAN PEDRO,0.0,0.0,2.0,0.0,0.0,8.0,10.0,2.0,2446.0
AYACUCHO,SAN SALVADOR DE QUIJE,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,648.0
AYACUCHO,SANTA ROSA,0.0,0.0,0.0,0.0,2.0,23.0,25.0,0.0,2681.0
AYACUCHO,SANTIAGO DE LUCANAMARCA,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,2269.0
AYACUCHO,SANTIAGO DE PAUCARAY,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,657.0
AYACUCHO,SANTIAGO DE PISCHA,0.0,17.0,0.0,1.0,0.0,4.0,22.0,0.0,1336.0
AYACUCHO,SANTILLANA,0.0,0.0,0.0,0.0,1.0,1.0,2.0,105.0,3574.0
AYACUCHO,SARHUA,0.0,0.0,0.0,0.0,9.0,9.0,18.0,0.0,2739.0
AYACUCHO,SAURAMA,0.0,2.0,0.0,0.0,6.0,2.0,10.0,10.0,1200.0
AYACUCHO,SIVIA,6.0,3.0,1.0,0.0,33.0,61.0,104.0,0.0,4784.0
AYACUCHO,SOCOS,0.0,2.0,0.0,0.0,19.0,13.0,34.0,6.0,4316.0
AYACUCHO,SORAS,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,413.0
AYACUCHO,TAMBILLO,0.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,2615.0
AYACUCHO,TAMBO,0.0,1.0,0.0,0.0,4.0,128.0,133.0,0.0,5273.0
AYACUCHO,TOTOS,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2532.0
AYACUCHO,UCHURACCAY,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.0,2847.0
AYACUCHO,VILCANCHOS,25.0,27.0,29.0,0.0,1.0,26.0,108.0,37.0,1191.0
AYACUCHO,VILCAS HUAMAN,0.0,21.0,26.0,0.0,6.0,19.0,72.0,0.0,4722.0
AYACUCHO,VINCHOS,0.0,1.0,0.0,0.0,0.0,54.0,55.0,757.0,13571.0
AYACUCHO,VISCHONGO,0.0,3.0,0.0,0.0,6.0,9.0,18.0,18.0,4961.0
CAJAMARCA,BAMBAMARCA,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1083.0
CAJAMARCA,CAJAMARCA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,564.0
CAJAMARCA,NIEPOS,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CAJAMARCA,SAN LUIS,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,155.0
CALLAO,BELLAVISTA,1.0,1.0,83.0,1.0,104.0,108.0,298.0,0.0,2488.0
CALLAO,CALLAO,55.0,273.0,320.0,30.0,3826.0,4842.0,9346.0,4.0,28445.0
CALLAO,CARMEN DE LA LEGUA REYNOSO,8.0,18.0,16.0,17.0,393.0,218.0,670.0,0.0,2509.0
CALLAO,LA PERLA,0.0,0.0,0.0,0.0,12.0,443.0,455.0,0.0,5007.0
CALLAO,LA PUNTA,0.0,0.0,3.0,0.0,56.0,6.0,65.0,0.0,1258.0
