Distrito,Departamento,SINDROME Y/O TRASTORNO PSICOTICO,TRASTORNO DE CONSUMO DE ALCOHOL,TRASTORNO DE CONSUMO DE DROGAS,TRASTORNO DE CONSUMO DE TABACO,TRASTORNO DEPRESIVO,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,SOLO TAMIZAJES POSITIVOS,TAMIZAJES C/CONDICION ADICIONAL VIOLENCIA POLITICA,TOTAL DE TAMIZAJES,TOTAL GENERALIZADO,Ratio T PSICOTICO positivo,Ratio T ALCOHOL positivo,Ratio T DROGAS positivo,Ratio T TABACO positivo,Ratio T DEPRESIVO positivo,Ratio VIOLENCIA positivo,Ratio Tamizaje Nopositivo,Ratio Tamizaje positivo,Ratio Tamizaje positivo condicion,Cluster
CUPI,PUNO,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,177.0,182.0,0.0,0.0,0.0,0.0,3.5260516449030925e-05,2.3507010966020617e-05,8.344813344912351e-05,2.357291905342472e-06,0.0,0
CUTURAPI,PUNO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,69.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,3.205916991265762e-05,4.7145838106849444e-07,0.0,0
DESAGUADERO,PUNO,0.0,1.0,0.0,1.0,5.0,4.0,11.0,0.0,155.0,166.0,0.0,1.1753505483010308e-05,0.0,1.1753505483010308e-05,5.876752741505154e-05,4.701402193204123e-05,7.307604906561663e-05,5.186042191753439e-06,0.0,0
HUANCANE,PUNO,0.0,0.0,0.0,0.0,3.0,23.0,26.0,0.0,699.0,725.0,0.0,0.0,0.0,0.0,3.5260516449030925e-05,0.0002703306261092371,0.0003295494083668776,1.2257917907780854e-05,0.0,0
HUAYRAPATA,PUNO,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,111.0,115.0,0.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,5.233188029860288e-05,1.8858335242739777e-06,0.0,0
ILAVE,PUNO,1.0,14.0,2.0,0.0,85.0,112.0,214.0,0.0,1757.0,1971.0,1.1753505483010308e-05,0.0001645490767621443,2.3507010966020617e-05,0.0,0.0009990479660558762,0.0013163926140971544,0.0008283523755373447,0.0001008920935486578,0.0,0
ITUATA,PUNO,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,566.0,567.0,0.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.00026684544368476784,4.7145838106849444e-07,0.0,0
JOSE DOMINGO CHOQUEHUANCA,PUNO,0.0,0.0,0.0,0.0,11.0,8.0,19.0,0.0,183.0,202.0,0.0,0.0,0.0,0.0,0.0001292885603131134,9.402804386408247e-05,8.627688373553448e-05,8.957709240301394e-06,0.0,0
JULI,PUNO,0.0,0.0,0.0,0.0,1.0,43.0,44.0,0.0,692.0,736.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0005054007357694432,0.00032624919969939816,2.0744168767013754e-05,0.0,0
JULIACA,PUNO,0.0,1.0,0.0,0.0,9.0,6.0,16.0,0.0,1453.0,1469.0,0.0,1.1753505483010308e-05,0.0,0.0,0.00010578154934709277,7.052103289806185e-05,0.0006850290276925224,7.543334097095911e-06,0.0,0
LAMPA,PUNO,0.0,1.0,0.0,0.0,0.0,23.0,24.0,0.0,545.0,569.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0002703306261092371,0.00025694481768232945,1.1315001145643866e-05,0.0,0
LLALLI,PUNO,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,79.0,80.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0,3.724521210441106e-05,4.7145838106849444e-07,0.0,0
MACARI,PUNO,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,774.0,776.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.00036490878694701466,9.429167621369889e-07,0.0,0
MACUSANI,PUNO,0.0,1.0,0.0,0.0,7.0,22.0,30.0,0.0,573.0,603.0,0.0,1.1753505483010308e-05,0.0,0.0,8.227453838107215e-05,0.0002585771206262268,0.0002701456523522473,1.4143751432054833e-05,0.0,0
MOHO,PUNO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,233.0,234.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0001098498027889592,4.7145838106849444e-07,0.0,0
MU�ANI,PUNO,0.0,2.0,0.0,0.0,10.0,25.0,37.0,0.0,644.0,681.0,0.0,2.3507010966020617e-05,0.0,0.0,0.00011753505483010308,0.0002938376370752577,0.0003036191974081104,1.7443960099534294e-05,0.0,0
NICASIO,PUNO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,89.0,90.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,4.1959795915096006e-05,4.7145838106849444e-07,0.0,0
NU�OA,PUNO,0.0,3.0,0.0,0.0,14.0,26.0,43.0,34.0,1042.0,1119.0,0.0,3.5260516449030925e-05,0.0,0.0,0.0001645490767621443,0.000305591142558268,0.0004912596330733711,2.027271038594526e-05,1.602958495632881e-05,0
OCUVIRI,PUNO,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,114.0,118.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,0.0,5.374625544180836e-05,1.8858335242739777e-06,0.0,0
OLLACHEA,PUNO,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,337.0,338.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.0,0.00015888147442008263,4.7145838106849444e-07,0.0,0
ORURILLO,PUNO,1.0,2.0,0.0,1.0,12.0,8.0,24.0,106.0,1447.0,1577.0,1.1753505483010308e-05,2.3507010966020617e-05,0.0,1.1753505483010308e-05,0.0001410420657961237,9.402804386408247e-05,0.0006822002774061114,1.1315001145643866e-05,4.997458839326041e-05,0
PALCA,PUNO,0.0,6.0,0.0,0.0,0.0,16.0,22.0,0.0,62.0,84.0,0.0,7.052103289806185e-05,0.0,0.0,0.0,0.00018805608772816493,2.9230419626246653e-05,1.0372084383506877e-05,0.0,0
PATAMBUCO,PUNO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,469.0,470.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.00022111398072112388,4.7145838106849444e-07,0.0,0
PHARA,PUNO,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,794.0,802.0,0.0,0.0,0.0,0.0,0.0,9.402804386408247e-05,0.00037433795456838455,3.7716670485479555e-06,0.0,0
PILCUYO,PUNO,0.0,0.0,1.0,0.0,2.0,19.0,22.0,0.0,566.0,588.0,0.0,0.0,1.1753505483010308e-05,0.0,2.3507010966020617e-05,0.00022331660417719584,0.00026684544368476784,1.0372084383506877e-05,0.0,0
POMATA,PUNO,0.0,0.0,0.0,0.0,4.0,42.0,46.0,0.0,672.0,718.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,0.0004936472302864329,0.00031682003207802827,2.1687085529150742e-05,0.0,0
PUCARA,PUNO,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,528.0,529.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.0,0.00024893002520416505,4.7145838106849444e-07,0.0,0
PUNO,PUNO,0.0,50.0,14.0,0.0,22.0,49.0,135.0,0.0,876.0,1011.0,0.0,0.0005876752741505154,0.0001645490767621443,0.0,0.0002585771206262268,0.000575921768667505,0.0004129975418160011,6.364688144424674e-05,0.0,0
PUTINA,PUNO,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,163.0,168.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,3.5260516449030925e-05,7.68477161141646e-05,2.357291905342472e-06,0.0,0
QUILCAPUNCU,PUNO,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,96.0,97.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0,4.5260004582575466e-05,4.7145838106849444e-07,0.0,0
ROSASPATA,PUNO,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,362.0,370.0,0.0,0.0,0.0,0.0,0.0,9.402804386408247e-05,0.00017066793394679498,3.7716670485479555e-06,0.0,0
SAMAN,PUNO,0.0,0.0,0.0,0.0,3.0,9.0,12.0,0.0,387.0,399.0,0.0,0.0,0.0,0.0,3.5260516449030925e-05,0.00010578154934709277,0.00018245439347350733,5.657500572821933e-06,0.0,0
SAN ANTON,PUNO,0.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,435.0,444.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,5.876752741505154e-05,0.00020508439576479506,4.24312542961645e-06,0.0,0
SAN GABAN,PUNO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,432.0,433.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0002036700206215896,4.7145838106849444e-07,0.0,0
SAN JOSE,PUNO,0.0,0.0,0.0,0.0,8.0,2.0,10.0,0.0,336.0,346.0,0.0,0.0,0.0,0.0,9.402804386408247e-05,2.3507010966020617e-05,0.00015841001603901413,4.714583810684944e-06,0.0,0
SAN JUAN DE SALINAS,PUNO,0.0,0.0,0.0,0.0,48.0,0.0,48.0,3.0,410.0,461.0,0.0,0.0,0.0,0.0,0.0005641682631844948,0.0,0.0001932979362380827,2.2630002291287733e-05,1.4143751432054833e-06,0
SANDIA,PUNO,0.0,0.0,0.0,0.0,22.0,25.0,47.0,0.0,446.0,493.0,0.0,0.0,0.0,0.0,0.0002585771206262268,0.0002938376370752577,0.0002102704379565485,2.215854391021924e-05,0.0,0
SANTA LUCIA,PUNO,0.0,0.0,0.0,0.0,11.0,1.0,12.0,0.0,73.0,85.0,0.0,0.0,0.0,0.0,0.0001292885603131134,1.1753505483010308e-05,3.441646181800009e-05,5.657500572821933e-06,0.0,0
SANTA ROSA,PUNO,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,790.0,798.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,4.701402193204123e-05,0.0003724521210441106,3.7716670485479555e-06,0.0,0
SANTIAGO DE PUPUJA,PUNO,0.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,600.0,609.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,5.876752741505154e-05,0.00028287502864109663,4.24312542961645e-06,0.0,0
UMACHIRI,PUNO,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,259.0,262.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,2.3507010966020617e-05,0.00012210772069674004,1.4143751432054833e-06,0.0,0
UNICACHI,PUNO,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,67.0,69.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.0,3.158771153158913e-05,9.429167621369889e-07,0.0,0
YUNGUYO,PUNO,2.0,28.0,0.0,0.0,53.0,13.0,96.0,0.0,1060.0,1156.0,2.3507010966020617e-05,0.0003290981535242886,0.0,0.0,0.0006229357905995464,0.000152795571279134,0.0004997458839326041,4.5260004582575466e-05,0.0,0
ZEPITA,PUNO,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1044.0,1049.0,0.0,0.0,0.0,0.0,0.0,5.876752741505154e-05,0.0004922025498355081,2.357291905342472e-06,0.0,0
AGUA BLANCA,SAN MARTIN,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,451.0,452.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.00021262772986189099,4.7145838106849444e-07,0.0,0
ALBERTO LEVEAU,SAN MARTIN,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,74.0,76.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,3.488792019906859e-05,9.429167621369889e-07,0.0,0
ALTO BIAVO,SAN MARTIN,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,3349.0,3352.0,0.0,1.1753505483010308e-05,0.0,1.1753505483010308e-05,0.0,1.1753505483010308e-05,0.0015789141181983878,1.4143751432054833e-06,0.0,0
BAJO BIAVO,SAN MARTIN,0.0,0.0,0.0,0.0,9.0,2.0,11.0,0.0,3696.0,3707.0,0.0,0.0,0.0,0.0,0.00010578154934709277,2.3507010966020617e-05,0.0017425101764291554,5.186042191753439e-06,0.0,0
BELLAVISTA,SAN MARTIN,0.0,0.0,2.0,0.0,25.0,112.0,139.0,0.0,2851.0,2990.0,0.0,0.0,2.3507010966020617e-05,0.0,0.0002938376370752577,0.0013163926140971544,0.0013441278444262777,6.553271496852073e-05,0.0,0
CACATACHI,SAN MARTIN,0.0,0.0,0.0,0.0,14.0,103.0,117.0,0.0,1082.0,1199.0,0.0,0.0,0.0,0.0,0.0001645490767621443,0.0012106110647500618,0.0005101179683161109,5.5160630585013846e-05,0.0,0
CALZADA,SAN MARTIN,0.0,0.0,0.0,0.0,24.0,10.0,34.0,0.0,3024.0,3058.0,0.0,0.0,0.0,0.0,0.0002820841315922474,0.00011753505483010308,0.001425690144351127,1.602958495632881e-05,0.0,0
CAMPANILLA,SAN MARTIN,0.0,10.0,0.0,8.0,17.0,268.0,303.0,0.0,2052.0,2355.0,0.0,0.00011753505483010308,0.0,9.402804386408247e-05,0.00019980959321117523,0.0031499394694467623,0.0009674325979525506,0.0001428518894637538,0.0,1
CHAZUTA,SAN MARTIN,0.0,12.0,1.0,0.0,38.0,124.0,175.0,1.0,1874.0,2050.0,0.0,0.0001410420657961237,1.1753505483010308e-05,0.0,0.0004466332083543917,0.0014574346798932783,0.0008835130061223585,8.250521668698652e-05,4.7145838106849444e-07,0
CHIPURANA,SAN MARTIN,0.0,4.0,0.0,0.0,4.0,1.0,9.0,0.0,887.0,896.0,0.0,4.701402193204123e-05,0.0,0.0,4.701402193204123e-05,1.1753505483010308e-05,0.00041818358400775457,4.24312542961645e-06,0.0,0
EL ESLABON,SAN MARTIN,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,1191.0,1199.0,0.0,9.402804386408247e-05,0.0,0.0,0.0,0.0,0.0005615069318525769,3.7716670485479555e-06,0.0,0
EL PORVENIR,SAN MARTIN,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,244.0,246.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.00011503584498071264,9.429167621369889e-07,0.0,0
ELIAS SOPLIN VARGAS,SAN MARTIN,0.0,0.0,3.0,0.0,5.0,6.0,14.0,0.0,856.0,870.0,0.0,0.0,3.5260516449030925e-05,0.0,5.876752741505154e-05,7.052103289806185e-05,0.0004035683741946312,6.600417334958922e-06,0.0,0
HUICUNGO,SAN MARTIN,0.0,12.0,0.0,1.0,7.0,102.0,122.0,0.0,1676.0,1798.0,0.0,0.0001410420657961237,0.0,1.1753505483010308e-05,8.227453838107215e-05,0.0011988575592670513,0.0007901642466707966,5.751792249035632e-05,0.0,0
HUIMBAYOC,SAN MARTIN,0.0,14.0,2.0,0.0,131.0,47.0,194.0,0.0,1764.0,1958.0,0.0,0.0001645490767621443,2.3507010966020617e-05,0.0,0.0015397092182743504,0.0005524147577014844,0.0008316525842048242,9.146292592728791e-05,0.0,0
JEPELACIO,SAN MARTIN,0.0,0.0,0.0,0.0,3.0,8.0,11.0,0.0,1422.0,1433.0,0.0,0.0,0.0,0.0,3.5260516449030925e-05,9.402804386408247e-05,0.0006704138178793991,5.186042191753439e-06,0.0,0
JUANJUI,SAN MARTIN,0.0,4.0,1.0,0.0,88.0,37.0,130.0,0.0,10234.0,10364.0,0.0,4.701402193204123e-05,1.1753505483010308e-05,0.0,0.0010343084825049072,0.00043487970287138137,0.004824905071854972,6.128958953890427e-05,0.0,1
LA BANDA DE SHILCAYO,SAN MARTIN,0.0,2.0,15.0,1.0,5.0,135.0,158.0,0.0,2700.0,2858.0,0.0,2.3507010966020617e-05,0.00017630258224515463,1.1753505483010308e-05,5.876752741505154e-05,0.0015867232402063916,0.0012729376288849348,7.449042420882212e-05,0.0,0
MORALES,SAN MARTIN,0.0,85.0,0.0,4.0,178.0,272.0,539.0,0.0,5088.0,5627.0,0.0,0.0009990479660558762,0.0,4.701402193204123e-05,0.002092123975975835,0.0031969534913788037,0.0023987802428764994,0.00025411606739591847,0.0,1
MOYOBAMBA,SAN MARTIN,0.0,1.0,0.0,0.0,3.0,125.0,129.0,0.0,4653.0,4782.0,0.0,1.1753505483010308e-05,0.0,0.0,3.5260516449030925e-05,0.0014691881853762885,0.0021936958471117044,6.081813115783578e-05,0.0,0
NUEVA CAJAMARCA,SAN MARTIN,0.0,3.0,0.0,2.0,2.0,34.0,41.0,0.0,1558.0,1599.0,0.0,3.5260516449030925e-05,0.0,2.3507010966020617e-05,2.3507010966020617e-05,0.00039961918642235047,0.0007345321577047143,1.932979362380827e-05,0.0,0
NUEVO PROGRESO,SAN MARTIN,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1326.0,1336.0,0.0,0.0,0.0,0.0,0.0,0.00011753505483010308,0.0006251538132968236,4.714583810684944e-06,0.0,0
PACHIZA,SAN MARTIN,0.0,13.0,0.0,9.0,2.0,38.0,62.0,0.0,2323.0,2385.0,0.0,0.000152795571279134,0.0,0.00010578154934709277,2.3507010966020617e-05,0.0004466332083543917,0.0010951978192221125,2.9230419626246653e-05,0.0,0
PAJARILLO,SAN MARTIN,0.0,11.0,0.0,1.0,0.0,14.0,26.0,0.0,3229.0,3255.0,0.0,0.0001292885603131134,0.0,1.1753505483010308e-05,0.0,0.0001645490767621443,0.0015223391124701685,1.2257917907780854e-05,0.0,0
PICOTA,SAN MARTIN,2.0,14.0,0.0,0.0,16.0,120.0,152.0,0.0,260.0,412.0,2.3507010966020617e-05,0.0001645490767621443,0.0,0.0,0.00018805608772816493,0.001410420657961237,0.00012257917907780854,7.166167392241115e-05,0.0,0
PINTO RECODO,SAN MARTIN,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,807.0,809.0,0.0,2.3507010966020617e-05,0.0,0.0,0.0,0.0,0.000380466913522275,9.429167621369889e-07,0.0,0
PISCOYACU,SAN MARTIN,0.0,3.0,0.0,0.0,2.0,11.0,16.0,0.0,693.0,709.0,0.0,3.5260516449030925e-05,0.0,0.0,2.3507010966020617e-05,0.0001292885603131134,0.00032672065808046666,7.543334097095911e-06,0.0,0
PUCACACA,SAN MARTIN,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,168.0,173.0,0.0,4.701402193204123e-05,0.0,0.0,0.0,1.1753505483010308e-05,7.920500801950707e-05,2.357291905342472e-06,0.0,0
RIOJA,SAN MARTIN,2.0,31.0,3.0,0.0,93.0,121.0,250.0,0.0,923.0,1173.0,2.3507010966020617e-05,0.00036435866997331956,3.5260516449030925e-05,0.0,0.0010930760099199586,0.0014221741634442473,0.00043515608572622036,0.0001178645952671236,0.0,0
SACANCHE,SAN MARTIN,0.0,15.0,0.0,2.0,17.0,52.0,86.0,0.0,919.0,1005.0,0.0,0.00017630258224515463,0.0,2.3507010966020617e-05,0.00019980959321117523,0.000611182285116536,0.00043327025220194637,4.054542077189052e-05,0.0,0
SAN ANTONIO,SAN MARTIN,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,815.0,816.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.00038423858057082293,4.7145838106849444e-07,0.0,0
SAN FERNANDO,SAN MARTIN,0.0,0.0,0.0,0.0,9.0,9.0,18.0,0.0,1234.0,1252.0,0.0,0.0,0.0,0.0,0.00010578154934709277,0.00010578154934709277,0.0005817796422385221,8.4862508592329e-06,0.0,0
SAN JOSE DE SISA,SAN MARTIN,0.0,1.0,28.0,0.0,14.0,63.0,106.0,0.0,1639.0,1745.0,0.0,1.1753505483010308e-05,0.0003290981535242886,0.0,0.0001645490767621443,0.0007404708454296494,0.0007727202865712623,4.997458839326041e-05,0.0,0
SAN MARTIN,SAN MARTIN,0.0,2.0,4.0,0.0,14.0,110.0,130.0,0.0,1248.0,1378.0,0.0,2.3507010966020617e-05,4.701402193204123e-05,0.0,0.0001645490767621443,0.001292885603131134,0.000588380059573481,6.128958953890427e-05,0.0,0
SAN PABLO,SAN MARTIN,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,4686.0,4693.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,5.876752741505154e-05,0.002209253973686965,3.300208667479461e-06,0.0,0
SAN RAFAEL,SAN MARTIN,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1168.0,1171.0,0.0,1.1753505483010308e-05,0.0,2.3507010966020617e-05,0.0,0.0,0.0005506633890880015,1.4143751432054833e-06,0.0,0
SANTA ROSA,SAN MARTIN,0.0,1.0,0.0,0.0,2.0,23.0,26.0,0.0,2643.0,2669.0,0.0,1.1753505483010308e-05,0.0,0.0,2.3507010966020617e-05,0.0002703306261092371,0.0012460645011640307,1.2257917907780854e-05,0.0,0
SAUCE,SAN MARTIN,2.0,3.0,0.0,3.0,18.0,75.0,101.0,4.0,1915.0,2020.0,2.3507010966020617e-05,3.5260516449030925e-05,0.0,3.5260516449030925e-05,0.00021156309869418554,0.0008815129112257731,0.0009028427997461668,4.761729648791794e-05,1.8858335242739777e-06,0
SHAMBOYACU,SAN MARTIN,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,401.0,405.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,3.5260516449030925e-05,0.00018905481080846626,1.8858335242739777e-06,0.0,0
SHANAO,SAN MARTIN,0.0,1.0,0.0,0.0,0.0,33.0,34.0,0.0,162.0,196.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.00038786568093934017,7.63762577330961e-05,1.602958495632881e-05,0.0,0
SHATOJA,SAN MARTIN,0.0,7.0,0.0,1.0,0.0,171.0,179.0,0.0,482.0,661.0,0.0,8.227453838107215e-05,0.0,1.1753505483010308e-05,0.0,0.0020098494375947627,0.00022724293967501432,8.43910502112605e-05,0.0,0
TABALOSOS,SAN MARTIN,0.0,49.0,2.0,5.0,26.0,35.0,117.0,0.0,1373.0,1490.0,0.0,0.000575921768667505,2.3507010966020617e-05,5.876752741505154e-05,0.000305591142558268,0.00041137269190536077,0.0006473123572070428,5.5160630585013846e-05,0.0,0
TARAPOTO,SAN MARTIN,0.0,191.0,14.0,1.0,49.0,693.0,948.0,0.0,5198.0,6146.0,0.0,0.002244919547254969,0.0001645490767621443,1.1753505483010308e-05,0.000575921768667505,0.008145179299726144,0.002450640664794034,0.00044694254525293273,0.0,1
TINGO DE PONASA,SAN MARTIN,0.0,6.0,0.0,1.0,0.0,2.0,9.0,0.0,231.0,240.0,0.0,7.052103289806185e-05,0.0,1.1753505483010308e-05,0.0,2.3507010966020617e-05,0.00010890688602682221,4.24312542961645e-06,0.0,0
TOCACHE,SAN MARTIN,0.0,4.0,5.0,0.0,13.0,24.0,46.0,0.0,1872.0,1918.0,0.0,4.701402193204123e-05,5.876752741505154e-05,0.0,0.000152795571279134,0.0002820841315922474,0.0008825700893602215,2.1687085529150742e-05,0.0,0
TRES UNIDOS,SAN MARTIN,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,249.0,252.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,2.3507010966020617e-05,0.00011739313688605511,1.4143751432054833e-06,0.0,0
YORONGOS,SAN MARTIN,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,344.0,345.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.00016218168308756208,4.7145838106849444e-07,0.0,0
ALTO DE LA ALIANZA,TACNA,0.0,81.0,5.0,0.0,107.0,101.0,294.0,0.0,10022.0,10316.0,0.0,0.0009520339441238349,5.876752741505154e-05,0.0,0.001257625086682103,0.001187104053784041,0.004724955895068451,0.00013860876403413736,0.0,1
CAMILACA,TACNA,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,661.0,662.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0,0.0003116339898862748,4.7145838106849444e-07,0.0,0
CANDARAVE,TACNA,1.0,0.0,1.0,0.0,9.0,24.0,35.0,0.0,3257.0,3292.0,1.1753505483010308e-05,0.0,1.1753505483010308e-05,0.0,0.00010578154934709277,0.0002820841315922474,0.0015355399471400862,1.6501043337397303e-05,0.0,0
CIUDAD NUEVA,TACNA,9.0,16.0,6.0,7.0,62.0,100.0,200.0,0.0,10296.0,10496.0,0.00010578154934709277,0.00018805608772816493,7.052103289806185e-05,8.227453838107215e-05,0.0007287173399466391,0.0011753505483010308,0.0048541354914812184,9.429167621369888e-05,0.0,1
CORONEL GREGORIO ALBARRACIN LANCHIPA,TACNA,8.0,26.0,25.0,2.0,105.0,119.0,285.0,0.0,19848.0,20133.0,9.402804386408247e-05,0.000305591142558268,0.0002938376370752577,2.3507010966020617e-05,0.0012341180757160823,0.0013986671524782266,0.009357505947447477,0.0001343656386045209,0.0,1
CURIBAYA,TACNA,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,336.0,342.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,5.876752741505154e-05,0.00015841001603901413,2.8287502864109666e-06,0.0,0
ESTIQUE-PAMPA,TACNA,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,367.0,368.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0,0.00017302522585213744,4.7145838106849444e-07,0.0,0
HEROES ALBARRACIN,TACNA,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,532.0,537.0,0.0,5.876752741505154e-05,0.0,0.0,0.0,0.0,0.00025081585872843904,2.357291905342472e-06,0.0,0
HUANUARA,TACNA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,515.0,516.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.00024280106625027462,4.7145838106849444e-07,0.0,0
INCLAN,TACNA,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1787.0,1790.0,0.0,0.0,0.0,0.0,0.0,3.5260516449030925e-05,0.0008424961269693995,1.4143751432054833e-06,0.0,0
ITE,TACNA,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1088.0,1090.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0005129467186025219,9.429167621369889e-07,0.0,0
LOCUMBA,TACNA,0.0,0.0,0.0,0.0,15.0,10.0,25.0,0.0,1256.0,1281.0,0.0,0.0,0.0,0.0,0.00017630258224515463,0.00011753505483010308,0.000592151726622029,1.178645952671236e-05,0.0,0
PACHIA,TACNA,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,799.0,800.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0,0.0,0.00037669524647372703,4.7145838106849444e-07,0.0,0
PALCA,TACNA,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1372.0,1376.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,3.5260516449030925e-05,0.0006468408988259743,1.8858335242739777e-06,0.0,0
POCOLLAY,TACNA,1.0,9.0,1.0,1.0,41.0,29.0,82.0,0.0,2629.0,2711.0,1.1753505483010308e-05,0.00010578154934709277,1.1753505483010308e-05,1.1753505483010308e-05,0.00048189372480342263,0.0003408516590072989,0.0012394640838290717,3.865958724761654e-05,0.0,0
SAMA,TACNA,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,757.0,759.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.00035689399446885026,9.429167621369889e-07,0.0,0
SUSAPAYA,TACNA,0.0,6.0,0.0,0.0,7.0,10.0,23.0,0.0,670.0,693.0,0.0,7.052103289806185e-05,0.0,0.0,8.227453838107215e-05,0.00011753505483010308,0.0003158771153158913,1.0843542764575371e-05,0.0,0
