Distrito,Departamento,SINDROME Y/O TRASTORNO PSICOTICO,TRASTORNO DE CONSUMO DE ALCOHOL,TRASTORNO DE CONSUMO DE DROGAS,TRASTORNO DE CONSUMO DE TABACO,TRASTORNO DEPRESIVO,VIOLENCIA FAMILIAR/MALTRATO INFANTIL,SOLO TAMIZAJES POSITIVOS,TAMIZAJES C/CONDICION ADICIONAL VIOLENCIA POLITICA,TOTAL DE TAMIZAJES,TOTAL GENERALIZADO,Ratio T PSICOTICO positivo,Ratio T ALCOHOL positivo,Ratio T DROGAS positivo,Ratio T TABACO positivo,Ratio T DEPRESIVO positivo,Ratio VIOLENCIA positivo,Ratio Tamizaje Nopositivo,Ratio Tamizaje positivo,Ratio Tamizaje positivo condicion,Cluster
SAN JOSE DE USHUA,AYACUCHO,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,66.0,69.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,2.3507010966020617e-05,3.111625315052063e-05,1.4143751432054833e-06,0.0,0
SAN JUAN BAUTISTA,AYACUCHO,6.0,38.0,10.0,0.0,33.0,255.0,342.0,1.0,13280.0,13623.0,7.052103289806185e-05,0.0004466332083543917,0.00011753505483010308,0.0,0.00038786568093934017,0.0029971438981676287,0.006260967300589606,0.0001612387663254251,4.7145838106849444e-07,1
SAN MIGUEL,AYACUCHO,4.0,24.0,0.0,0.0,58.0,270.0,356.0,160.0,6440.0,6956.0,4.701402193204123e-05,0.0002820841315922474,0.0,0.0,0.0006817033180145978,0.0031734464804127832,0.003036191974081104,0.00016783918366038402,7.54333409709591e-05,1
SAN PEDRO,AYACUCHO,0.0,0.0,2.0,0.0,0.0,8.0,10.0,2.0,2446.0,2458.0,0.0,0.0,2.3507010966020617e-05,0.0,0.0,9.402804386408247e-05,0.0011531872000935374,4.714583810684944e-06,9.429167621369889e-07,0
SAN SALVADOR DE QUIJE,AYACUCHO,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,648.0,652.0,0.0,0.0,0.0,0.0,0.0,4.701402193204123e-05,0.0003055050309323844,1.8858335242739777e-06,0.0,0
SANTA ROSA,AYACUCHO,0.0,0.0,0.0,0.0,2.0,23.0,25.0,0.0,2681.0,2706.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.0002703306261092371,0.0012639799196446336,1.178645952671236e-05,0.0,0
SANTIAGO DE LUCANAMARCA,AYACUCHO,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,2269.0,2272.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,2.3507010966020617e-05,0.0010697390666444138,1.4143751432054833e-06,0.0,0
SANTIAGO DE PAUCARAY,AYACUCHO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,657.0,658.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0003097481563620008,4.7145838106849444e-07,0.0,0
SANTIAGO DE PISCHA,AYACUCHO,0.0,17.0,0.0,1.0,0.0,4.0,22.0,0.0,1336.0,1358.0,0.0,0.00019980959321117523,0.0,1.1753505483010308e-05,0.0,4.701402193204123e-05,0.0006298683971075086,1.0372084383506877e-05,0.0,0
SANTILLANA,AYACUCHO,0.0,0.0,0.0,0.0,1.0,1.0,2.0,105.0,3574.0,3681.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.001684992253938799,9.429167621369889e-07,4.9503130012191914e-05,0
SARHUA,AYACUCHO,0.0,0.0,0.0,0.0,9.0,9.0,18.0,0.0,2739.0,2757.0,0.0,0.0,0.0,0.0,0.00010578154934709277,0.00010578154934709277,0.0012913245057466062,8.4862508592329e-06,0.0,0
SAURAMA,AYACUCHO,0.0,2.0,0.0,0.0,6.0,2.0,10.0,10.0,1200.0,1220.0,0.0,2.3507010966020617e-05,0.0,0.0,7.052103289806185e-05,2.3507010966020617e-05,0.0005657500572821933,4.714583810684944e-06,4.714583810684944e-06,0
SIVIA,AYACUCHO,6.0,3.0,1.0,0.0,33.0,61.0,104.0,0.0,4784.0,4888.0,7.052103289806185e-05,3.5260516449030925e-05,1.1753505483010308e-05,0.0,0.00038786568093934017,0.0007169638344636288,0.002255456895031677,4.9031671631123416e-05,0.0,0
SOCOS,AYACUCHO,0.0,2.0,0.0,0.0,19.0,13.0,34.0,6.0,4316.0,4356.0,0.0,2.3507010966020617e-05,0.0,0.0,0.00022331660417719584,0.000152795571279134,0.0020348143726916217,1.602958495632881e-05,2.8287502864109666e-06,0
SORAS,AYACUCHO,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,413.0,419.0,0.0,0.0,0.0,0.0,0.0,7.052103289806185e-05,0.0001947123113812882,2.8287502864109666e-06,0.0,0
TAMBILLO,AYACUCHO,0.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,2615.0,2621.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,5.876752741505154e-05,0.001232863666494113,2.8287502864109666e-06,0.0,0
TAMBO,AYACUCHO,0.0,1.0,0.0,0.0,4.0,128.0,133.0,0.0,5273.0,5406.0,0.0,1.1753505483010308e-05,0.0,0.0,4.701402193204123e-05,0.0015044487018253195,0.002486000043374171,6.270396468210976e-05,0.0,1
TOTOS,AYACUCHO,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2532.0,2535.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.001193732620865428,1.4143751432054833e-06,0.0,0
UCHURACCAY,AYACUCHO,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.0,2847.0,2864.0,0.0,0.0,0.0,0.0,0.0,0.0001645490767621443,0.0013422420109020037,6.600417334958922e-06,1.4143751432054833e-06,0
VILCANCHOS,AYACUCHO,25.0,27.0,29.0,0.0,1.0,26.0,108.0,37.0,1191.0,1336.0,0.0002938376370752577,0.0003173446480412783,0.0003408516590072989,0.0,1.1753505483010308e-05,0.000305591142558268,0.0005615069318525769,5.09175051553974e-05,1.7443960099534294e-05,0
VILCAS HUAMAN,AYACUCHO,0.0,21.0,26.0,0.0,6.0,19.0,72.0,0.0,4722.0,4794.0,0.0,0.00024682361514321644,0.000305591142558268,0.0,7.052103289806185e-05,0.00022331660417719584,0.0022262264754054307,3.39450034369316e-05,0.0,0
VINCHOS,AYACUCHO,0.0,1.0,0.0,0.0,0.0,54.0,55.0,300.0,13571.0,13926.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0006346892960825566,0.006398161689480538,2.5930210958767193e-05,0.00014143751432054832,1
VISCHONGO,AYACUCHO,0.0,3.0,0.0,0.0,6.0,9.0,18.0,18.0,4961.0,4997.0,0.0,3.5260516449030925e-05,0.0,0.0,7.052103289806185e-05,0.00010578154934709277,0.0023389050284808007,8.4862508592329e-06,8.4862508592329e-06,0
BAMBAMARCA,CAJAMARCA,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1083.0,1086.0,0.0,1.1753505483010308e-05,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0005105894266971794,1.4143751432054833e-06,0.0,0
CAJAMARCA,CAJAMARCA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,564.0,565.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,0.00026590252692263084,4.7145838106849444e-07,0.0,0
NIEPOS,CAJAMARCA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,4.7145838106849444e-07,0.0,0
SAN LUIS,CAJAMARCA,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,155.0,157.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,7.307604906561663e-05,9.429167621369889e-07,0.0,0
BELLAVISTA,CALLAO,1.0,1.0,83.0,1.0,104.0,108.0,298.0,0.0,2488.0,2786.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0009755409550898555,1.1753505483010308e-05,0.001222364570233072,0.0012693785921651132,0.001172988452098414,0.00014049459755841135,0.0,0
CALLAO,CALLAO,55.0,200.0,100.0,20.0,1000.0,1050.0,3500.0,4.0,25000.0,28504.0,0.000646442801565567,0.0023507010966020616,0.0011753505483010308,0.00023507010966020617,0.011753505483010308,0.012341180757160824,0.01178645952671236,0.0016501043337397304,1.8858335242739777e-06,2
CARMEN DE LA LEGUA REYNOSO,CALLAO,8.0,18.0,16.0,17.0,393.0,218.0,670.0,0.0,2509.0,3179.0,9.402804386408247e-05,0.00021156309869418554,0.00018805608772816493,0.00019980959321117523,0.004619127654823051,0.002562264195296247,0.0011828890781008525,0.0003158771153158913,0.0,1
LA PERLA,CALLAO,0.0,0.0,0.0,0.0,12.0,443.0,455.0,0.0,5007.0,5462.0,0.0,0.0,0.0,0.0,0.0001410420657961237,0.005206802928973566,0.0023605921140099516,0.00021451356338616495,0.0,1
LA PUNTA,CALLAO,0.0,0.0,3.0,0.0,56.0,6.0,65.0,0.0,1258.0,1323.0,0.0,0.0,3.5260516449030925e-05,0.0,0.0006581963070485772,7.052103289806185e-05,0.000593094643384166,3.0644794769452134e-05,0.0,0
VENTANILLA,CALLAO,3.0,4.0,23.0,1.0,152.0,151.0,334.0,0.0,1893.0,2227.0,3.5260516449030925e-05,4.701402193204123e-05,0.0002703306261092371,1.1753505483010308e-05,0.0017865328334175667,0.0017747793279345564,0.00089247071536266,0.00015746709927687714,0.0,0
ACOMAYO,CUSCO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,173.0,175.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,8.156229992484954e-05,9.429167621369889e-07,0.0,0
ANCAHUASI,CUSCO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,75.0,76.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,3.535937858013708e-05,4.7145838106849444e-07,0.0,0
ANTA,CUSCO,0.0,3.0,0.0,0.0,3.0,23.0,29.0,0.0,414.0,443.0,0.0,3.5260516449030925e-05,0.0,0.0,3.5260516449030925e-05,0.0002703306261092371,0.0001951837697623567,1.3672293050986339e-05,0.0,0
CALCA,CUSCO,0.0,6.0,0.0,0.0,12.0,51.0,69.0,0.0,797.0,866.0,0.0,7.052103289806185e-05,0.0,0.0,0.0001410420657961237,0.0005994287796335256,0.00037575232971159004,3.2530628293726116e-05,0.0,0
CCATCA,CUSCO,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,99.0,102.0,0.0,0.0,0.0,0.0,0.0,3.5260516449030925e-05,4.6674379725780944e-05,1.4143751432054833e-06,0.0,0
CCORCA,CUSCO,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,708.0,712.0,0.0,2.3507010966020617e-05,0.0,0.0,2.3507010966020617e-05,0.0,0.00033379253379649406,1.8858335242739777e-06,0.0,0
CHALLABAMBA,CUSCO,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,158.0,159.0,0.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,7.449042420882212e-05,4.7145838106849444e-07,0.0,0
CHECACUPE,CUSCO,0.0,2.0,0.0,0.0,0.0,8.0,10.0,0.0,348.0,358.0,0.0,2.3507010966020617e-05,0.0,0.0,0.0,9.402804386408247e-05,0.00016406751661183605,4.714583810684944e-06,0.0,0
COMBAPATA,CUSCO,2.0,35.0,0.0,0.0,6.0,223.0,266.0,2.0,1746.0,2014.0,2.3507010966020617e-05,0.00041137269190536077,0.0,0.0,7.052103289806185e-05,0.0026210317227112986,0.0008231663333455912,0.00012540792936421952,9.429167621369889e-07,0
CONDOROMA,CUSCO,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,215.0,220.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,3.5260516449030925e-05,0.0001013635519297263,2.357291905342472e-06,0.0,0
COPORAQUE,CUSCO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,645.0,647.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.0003040906557891789,9.429167621369889e-07,0.0,0
COYA,CUSCO,0.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,44.0,50.0,0.0,0.0,0.0,1.1753505483010308e-05,2.3507010966020617e-05,3.5260516449030925e-05,2.0744168767013754e-05,2.8287502864109666e-06,0.0,0
CUSCO,CUSCO,3.0,6.0,0.0,0.0,92.0,216.0,317.0,0.0,2346.0,2663.0,3.5260516449030925e-05,7.052103289806185e-05,0.0,0.0,0.0010813225044369484,0.0025387571843302264,0.001106041361986688,0.00014945230679871274,0.0,1
ESPINAR,CUSCO,0.0,0.0,0.0,0.0,28.0,59.0,87.0,0.0,936.0,1023.0,0.0,0.0,0.0,0.0,0.0003290981535242886,0.0006934568234976082,0.00044128504468011077,4.101687915295901e-05,0.0,0
HUAYLLABAMBA,CUSCO,0.0,0.0,0.0,0.0,2.0,9.0,11.0,0.0,80.0,91.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.00010578154934709277,3.771667048547955e-05,5.186042191753439e-06,0.0,0
HUAYOPATA,CUSCO,3.0,0.0,0.0,0.0,5.0,8.0,16.0,0.0,327.0,343.0,3.5260516449030925e-05,0.0,0.0,0.0,5.876752741505154e-05,9.402804386408247e-05,0.0001541668906093977,7.543334097095911e-06,0.0,0
KIMBIRI,CUSCO,0.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,2380.0,2384.0,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0,2.3507010966020617e-05,0.0011220709469430168,1.8858335242739777e-06,0.0,0
LAMAY,CUSCO,0.0,4.0,0.0,0.0,0.0,15.0,19.0,0.0,742.0,761.0,0.0,4.701402193204123e-05,0.0,0.0,0.0,0.00017630258224515463,0.00034982211875282285,8.957709240301394e-06,0.0,0
LANGUI,CUSCO,0.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,755.0,759.0,0.0,1.1753505483010308e-05,0.0,0.0,2.3507010966020617e-05,1.1753505483010308e-05,0.00035595107770671326,1.8858335242739777e-06,0.0,0
LAYO,CUSCO,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,339.0,344.0,0.0,0.0,0.0,0.0,5.876752741505154e-05,0.0,0.0001598243911822196,2.357291905342472e-06,0.0,0
LIMATAMBO,CUSCO,0.0,0.0,0.0,0.0,33.0,38.0,71.0,0.0,718.0,789.0,0.0,0.0,0.0,0.0,0.00038786568093934017,0.0004466332083543917,0.000338507117607179,3.3473545055863104e-05,0.0,0
LIVITACA,CUSCO,0.0,0.0,0.0,0.0,6.0,162.0,168.0,0.0,2534.0,2702.0,0.0,0.0,0.0,0.0,7.052103289806185e-05,0.0019040678882476698,0.001194675537627565,7.920500801950707e-05,0.0,0
LLUSCO,CUSCO,0.0,0.0,0.0,1.0,7.0,8.0,16.0,0.0,526.0,542.0,0.0,0.0,0.0,1.1753505483010308e-05,8.227453838107215e-05,9.402804386408247e-05,0.00024798710844202806,7.543334097095911e-06,0.0,0
MARANGANI,CUSCO,0.0,0.0,0.0,0.0,10.0,9.0,19.0,4.0,1266.0,1289.0,0.0,0.0,0.0,0.0,0.00011753505483010308,0.00010578154934709277,0.000596866310432714,8.957709240301394e-06,1.8858335242739777e-06,0
MARANURA,CUSCO,1.0,2.0,0.0,0.0,1.0,3.0,7.0,0.0,242.0,249.0,1.1753505483010308e-05,2.3507010966020617e-05,0.0,0.0,1.1753505483010308e-05,3.5260516449030925e-05,0.00011409292821857564,3.300208667479461e-06,0.0,0
MOLLEPATA,CUSCO,0.0,0.0,0.0,0.0,15.0,19.0,34.0,0.0,348.0,382.0,0.0,0.0,0.0,0.0,0.00017630258224515463,0.00022331660417719584,0.00016406751661183605,1.602958495632881e-05,0.0,0
MOSOC LLACTA,CUSCO,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,492.0,498.0,0.0,0.0,0.0,0.0,0.0,7.052103289806185e-05,0.00023195752348569926,2.8287502864109666e-06,0.0,0
OCONGATE,CUSCO,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,129.0,132.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,2.3507010966020617e-05,6.081813115783578e-05,1.4143751432054833e-06,0.0,0
OCORURO,CUSCO,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,200.0,203.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,2.3507010966020617e-05,9.429167621369888e-05,1.4143751432054833e-06,0.0,0
OLLANTAYTAMBO,CUSCO,0.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,544.0,549.0,0.0,3.5260516449030925e-05,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.00025647335930126095,2.357291905342472e-06,0.0,0
PAMPAMARCA,CUSCO,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,478.0,479.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.0,0.00022535710615074033,4.7145838106849444e-07,0.0,0
PICHARI,CUSCO,1.0,1.0,0.0,0.0,6.0,12.0,20.0,1.0,2198.0,2219.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0,0.0,7.052103289806185e-05,0.0001410420657961237,0.0010362655215885508,9.429167621369888e-06,4.7145838106849444e-07,0
PICHIGUA,CUSCO,0.0,1.0,0.0,0.0,6.0,0.0,7.0,0.0,627.0,634.0,0.0,1.1753505483010308e-05,0.0,0.0,7.052103289806185e-05,0.0,0.000295604404929946,3.300208667479461e-06,0.0,0
PISAC,CUSCO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,209.0,210.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,0.0,9.853480164331533e-05,4.7145838106849444e-07,0.0,0
PITUMARCA,CUSCO,0.0,0.0,0.0,0.0,1.0,34.0,35.0,0.0,728.0,763.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,0.00039961918642235047,0.00034322170141786395,1.6501043337397303e-05,0.0,0
POROY,CUSCO,0.0,0.0,0.0,0.0,9.0,7.0,16.0,0.0,353.0,369.0,0.0,0.0,0.0,0.0,0.00010578154934709277,8.227453838107215e-05,0.00016642480851717853,7.543334097095911e-06,0.0,0
RONDOCAN,CUSCO,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,883.0,885.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,1.1753505483010308e-05,0.0004162977504834806,9.429167621369889e-07,0.0,0
SAN JERONIMO,CUSCO,0.0,9.0,0.0,0.0,1.0,1.0,11.0,6.0,41.0,58.0,0.0,0.00010578154934709277,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,1.932979362380827e-05,5.186042191753439e-06,2.8287502864109666e-06,0
SAN PABLO,CUSCO,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,227.0,230.0,0.0,0.0,0.0,0.0,0.0,3.5260516449030925e-05,0.00010702105250254824,1.4143751432054833e-06,0.0,0
SAN PEDRO,CUSCO,0.0,1.0,0.0,0.0,2.0,4.0,7.0,9.0,157.0,173.0,0.0,1.1753505483010308e-05,0.0,0.0,2.3507010966020617e-05,4.701402193204123e-05,7.401896582775363e-05,3.300208667479461e-06,4.24312542961645e-06,0
SAN SEBASTIAN,CUSCO,0.0,16.0,1.0,0.0,7.0,118.0,142.0,0.0,1064.0,1206.0,0.0,0.00018805608772816493,1.1753505483010308e-05,0.0,8.227453838107215e-05,0.0013869136469952163,0.0005016317174568781,6.694709011172621e-05,0.0,0
SANTA ANA,CUSCO,24.0,0.0,0.0,0.0,3.0,120.0,147.0,104.0,1894.0,2145.0,0.0002820841315922474,0.0,0.0,0.0,3.5260516449030925e-05,0.001410420657961237,0.0008929421737437285,6.930438201706868e-05,4.9031671631123416e-05,0
SANTA TERESA,CUSCO,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,194.0,199.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,3.5260516449030925e-05,9.146292592728791e-05,2.357291905342472e-06,0.0,0
SANTIAGO,CUSCO,0.0,40.0,7.0,0.0,104.0,298.0,449.0,8.0,3263.0,3720.0,0.0,0.00047014021932041233,8.227453838107215e-05,0.0,0.001222364570233072,0.003502544633937072,0.0015383686974264972,0.000211684813099754,3.7716670485479555e-06,1
SANTO TOMAS,CUSCO,0.0,6.0,0.0,0.0,5.0,47.0,58.0,0.0,406.0,464.0,0.0,7.052103289806185e-05,0.0,0.0,5.876752741505154e-05,0.0005524147577014844,0.00019141210271380872,2.7344586101972678e-05,0.0,0
SICUANI,CUSCO,12.0,96.0,4.0,0.0,385.0,361.0,858.0,85.0,6176.0,7119.0,0.0001410420657961237,0.0011283365263689896,4.701402193204123e-05,0.0,0.004525099610958969,0.004243015479366721,0.0029117269614790217,0.0004045112909567682,4.0073962390822024e-05,1
TINTA,CUSCO,0.0,1.0,0.0,0.0,2.0,33.0,36.0,0.0,852.0,888.0,0.0,1.1753505483010308e-05,0.0,0.0,2.3507010966020617e-05,0.00038786568093934017,0.0004016825406703572,1.69725017184658e-05,0.0,0
URUBAMBA,CUSCO,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,989.0,995.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,5.876752741505154e-05,0.00046627233887674096,2.8287502864109666e-06,0.0,0
VELILLE,CUSCO,0.0,0.0,0.0,0.0,2.0,7.0,9.0,0.0,235.0,244.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,8.227453838107215e-05,0.00011079271955109619,4.24312542961645e-06,0.0,0
VILCABAMBA,CUSCO,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,975.0,977.0,0.0,0.0,0.0,0.0,0.0,2.3507010966020617e-05,0.00045967192154178205,9.429167621369889e-07,0.0,0
WANCHAQ,CUSCO,0.0,5.0,0.0,0.0,87.0,506.0,598.0,0.0,5547.0,6145.0,0.0,5.876752741505154e-05,0.0,0.0,0.0010225549770218967,0.0059472737744032155,0.0026151796397869387,0.00028193211187895964,0.0,1
YANAOCA,CUSCO,0.0,2.0,0.0,0.0,10.0,33.0,45.0,3.0,724.0,772.0,0.0,2.3507010966020617e-05,0.0,0.0,0.00011753505483010308,0.00038786568093934017,0.00034133586789358996,2.1215627148082248e-05,1.4143751432054833e-06,0
YANATILE,CUSCO,0.0,1.0,1.0,0.0,3.0,15.0,20.0,0.0,192.0,212.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0,3.5260516449030925e-05,0.00017630258224515463,9.052000916515093e-05,9.429167621369888e-06,0.0,0
ZURITE,CUSCO,0.0,1.0,0.0,0.0,0.0,6.0,7.0,0.0,1150.0,1157.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,7.052103289806185e-05,0.0005421771382287686,3.300208667479461e-06,0.0,0
ACOBAMBA,HUANCAVELICA,56.0,36.0,12.0,0.0,280.0,198.0,582.0,0.0,4218.0,4800.0,0.0006581963070485772,0.00042312619738837107,0.0001410420657961237,0.0,0.003290981535242886,0.002327194085636041,0.0019886114513469094,0.00027438877778186374,0.0,1
ACOBAMBILLA,HUANCAVELICA,3.0,0.0,4.0,0.0,18.0,7.0,32.0,3.0,2094.0,2129.0,3.5260516449030925e-05,0.0,4.701402193204123e-05,0.0,0.00021156309869418554,8.227453838107215e-05,0.0009872338499574273,1.5086668194191822e-05,1.4143751432054833e-06,0
ACORIA,HUANCAVELICA,0.0,0.0,4.0,0.0,0.0,12.0,16.0,0.0,13711.0,13727.0,0.0,0.0,4.701402193204123e-05,0.0,0.0,0.0001410420657961237,0.006464165862830127,7.543334097095911e-06,0.0,1
ACOSTAMBO,HUANCAVELICA,0.0,2.0,0.0,0.0,0.0,6.0,8.0,0.0,1176.0,1184.0,0.0,2.3507010966020617e-05,0.0,0.0,0.0,7.052103289806185e-05,0.0005544350561365494,3.7716670485479555e-06,0.0,0
ACRAQUIA,HUANCAVELICA,2.0,1.0,0.0,0.0,35.0,13.0,51.0,0.0,1297.0,1348.0,2.3507010966020617e-05,1.1753505483010308e-05,0.0,0.0,0.00041137269190536077,0.000152795571279134,0.0006114815202458373,2.4044377434493214e-05,0.0,0
AHUAYCHA,HUANCAVELICA,1.0,1.0,0.0,1.0,7.0,8.0,18.0,0.0,1428.0,1446.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0,1.1753505483010308e-05,8.227453838107215e-05,9.402804386408247e-05,0.00067324256816581,8.4862508592329e-06,0.0,0
ANCHONGA,HUANCAVELICA,0.0,0.0,5.0,0.0,3.0,36.0,44.0,0.0,4620.0,4664.0,0.0,0.0,5.876752741505154e-05,0.0,3.5260516449030925e-05,0.00042312619738837107,0.002178137720536444,2.0744168767013754e-05,0.0,0
ANCO,HUANCAVELICA,0.0,0.0,2.0,0.0,9.0,10.0,21.0,1.0,2618.0,2640.0,0.0,0.0,2.3507010966020617e-05,0.0,0.00010578154934709277,0.00011753505483010308,0.0012342780416373185,9.900626002438383e-06,4.7145838106849444e-07,0
ANDABAMBA,HUANCAVELICA,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,1879.0,1885.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,5.876752741505154e-05,0.000885870298027701,2.8287502864109666e-06,0.0,0
ANTA,HUANCAVELICA,1.0,0.0,10.0,0.0,122.0,35.0,168.0,1.0,3198.0,3367.0,1.1753505483010308e-05,0.0,0.00011753505483010308,0.0,0.0014339276689272575,0.00041137269190536077,0.0015077239026570451,7.920500801950707e-05,4.7145838106849444e-07,0
ARMA,HUANCAVELICA,0.0,22.0,0.0,0.0,9.0,10.0,41.0,0.0,903.0,944.0,0.0,0.0002585771206262268,0.0,0.0,0.00010578154934709277,0.00011753505483010308,0.00042572691810485047,1.932979362380827e-05,0.0,0
ASCENSION,HUANCAVELICA,21.0,11.0,1.0,0.0,104.0,200.0,337.0,27.0,3867.0,4231.0,0.00024682361514321644,0.0001292885603131134,1.1753505483010308e-05,0.0,0.001222364570233072,0.0023507010966020616,0.001823129559591868,0.00015888147442008263,1.272937628884935e-05,1
AURAHUA,HUANCAVELICA,2.0,4.0,0.0,0.0,3.0,12.0,21.0,1.0,576.0,598.0,2.3507010966020617e-05,4.701402193204123e-05,0.0,0.0,3.5260516449030925e-05,0.0001410420657961237,0.0002715600274954528,9.900626002438383e-06,4.7145838106849444e-07,0
CAJA,HUANCAVELICA,2.0,1.0,0.0,0.0,39.0,20.0,62.0,0.0,982.0,1044.0,2.3507010966020617e-05,1.1753505483010308e-05,0.0,0.0,0.00045838671383740203,0.00023507010966020617,0.00046297213020926153,2.9230419626246653e-05,0.0,0
CAPILLAS,HUANCAVELICA,1.0,7.0,0.0,0.0,1.0,1.0,10.0,0.0,916.0,926.0,1.1753505483010308e-05,8.227453838107215e-05,0.0,0.0,1.1753505483010308e-05,1.1753505483010308e-05,0.0004318558770587409,4.714583810684944e-06,0.0,0
CASTROVIRREYNA,HUANCAVELICA,0.0,18.0,0.0,0.0,6.0,31.0,55.0,0.0,1499.0,1554.0,0.0,0.00021156309869418554,0.0,0.0,7.052103289806185e-05,0.00036435866997331956,0.0007067161132216732,2.5930210958767193e-05,0.0,0
CCOCHACCASA,HUANCAVELICA,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,1052.0,1059.0,0.0,0.0,0.0,0.0,1.1753505483010308e-05,7.052103289806185e-05,0.0004959742168840561,3.300208667479461e-06,0.0,0
CHINCHIHUASI,HUANCAVELICA,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,813.0,815.0,0.0,1.1753505483010308e-05,0.0,0.0,0.0,1.1753505483010308e-05,0.00038329566380868594,9.429167621369889e-07,0.0,0
CHINCHO,HUANCAVELICA,0.0,0.0,0.0,0.0,8.0,12.0,20.0,0.0,577.0,597.0,0.0,0.0,0.0,0.0,9.402804386408247e-05,0.0001410420657961237,0.00027203148587652125,9.429167621369888e-06,0.0,0
